ComplaintID,CustomerID,ComplaintDate,ComplaintCategory,Channel,ComplaintText,SentimentLabel,SentimentScore
COMP00291,CUST67198,2024-08-19,Portability,Email,"Billing is okay, nothing special.",Neutral,0.02
COMP00292,CUST10672,2024-01-20,Coverage,Call,Customer support was average.,Neutral,0.18
COMP00293,CUST68831,2025-06-11,Customer Service,App,Activation was smooth and hassle free.,Positive,0.83
COMP00294,CUST30349,2025-05-15,Coverage,Call,The plan offers great value for money.,Positive,0.34
COMP00295,CUST26781,2024-10-09,Customer Service,Call,Billing was clear and transparent this month.,Positive,0.44
COMP00296,CUST93193,2024-12-18,Speed,Email,I am being charged incorrectly every month.,Negative,-0.47
COMP00297,CUST43745,2025-08-03,Customer Service,Twitter,Internet speed is extremely slow.,Negative,-0.76
COMP00298,CUST70125,2024-04-29,Activation,Twitter,Network is very poor in my area.,Negative,-0.96
COMP00299,CUST24476,2025-05-01,Billing,Twitter,Billing was clear and transparent this month.,Positive,0.89
COMP00300,CUST23606,2025-05-16,Coverage,Email,"Billing is okay, nothing special.",Neutral,-0.02
COMP00301,CUST42367,2025-02-12,Customer Service,Call,Network is very poor in my area.,Negative,-0.62
COMP00302,CUST85305,2025-03-10,Coverage,App,Network is very poor in my area.,Negative,-0.67
COMP00303,CUST41545,2025-03-01,Coverage,Call,Internet speed is acceptable.,Neutral,0.11
COMP00304,CUST32833,2024-03-16,Coverage,Email,I am being charged incorrectly every month.,Negative,-0.89
COMP00305,CUST94042,2025-03-22,Billing,Call,Activation was smooth and hassle free.,Positive,0.53
COMP00306,CUST33720,2024-05-31,Speed,Email,Plan is okay compared to others.,Neutral,0.12
COMP00307,CUST54661,2025-06-22,Plans,App,Calls keep dropping frequently.,Negative,-0.48
COMP00308,CUST55600,2025-03-08,Billing,Email,Internet speed is very good and stable.,Positive,0.93
COMP00309,CUST85350,2024-09-06,Plans,Twitter,I am satisfied with the service quality.,Positive,0.75
COMP00310,CUST83941,2024-06-08,Network,App,Billing was clear and transparent this month.,Positive,0.98
COMP00311,CUST91357,2025-09-01,Speed,Web,Customer service never responds properly.,Negative,-0.57
COMP00312,CUST95493,2025-01-23,Portability,Web,Network is very poor in my area.,Negative,-0.69
COMP00313,CUST60464,2024-12-22,Billing,Web,eSIM activation failed multiple times.,Negative,-0.58
COMP00314,CUST47639,2025-08-17,Coverage,Twitter,Customer support was average.,Neutral,0.12
COMP00315,CUST45535,2024-12-24,Activation,Twitter,Internet speed is acceptable.,Neutral,0.1
COMP00316,CUST76705,2024-07-06,Billing,Twitter,"Billing is okay, nothing special.",Neutral,-0.08
COMP00317,CUST33622,2024-10-30,Portability,App,eSIM activation failed multiple times.,Negative,-0.33
COMP00318,CUST98113,2024-12-18,Activation,Twitter,Customer support resolved my issue quickly.,Positive,0.38
COMP00319,CUST58341,2024-05-13,Network,Web,Customer service never responds properly.,Negative,-0.35
COMP00320,CUST72608,2025-05-06,Billing,Web,Activation was smooth and hassle free.,Positive,0.81
COMP00321,CUST31641,2024-01-26,Billing,App,Customer service never responds properly.,Negative,-0.8
COMP00322,CUST72592,2024-02-10,Billing,Web,Network is very poor in my area.,Negative,-0.66
COMP00323,CUST34996,2024-10-14,Customer Service,Email,Internet speed is extremely slow.,Negative,-0.89
COMP00324,CUST39030,2025-08-10,Activation,Twitter,Internet speed is very good and stable.,Positive,0.55
COMP00325,CUST87036,2024-01-06,Activation,Twitter,Internet speed is extremely slow.,Negative,-0.75
COMP00326,CUST25258,2024-03-31,Portability,Call,The network quality has improved a lot recently.,Positive,0.95
COMP00327,CUST32955,2024-09-03,Plans,Web,Service is neither good nor bad.,Neutral,0.08
COMP00328,CUST69040,2024-01-27,Activation,Email,Service is neither good nor bad.,Neutral,0.01
COMP00329,CUST59784,2024-12-01,Activation,App,The network quality has improved a lot recently.,Positive,0.45
COMP00330,CUST46900,2025-05-02,Billing,Twitter,Customer service never responds properly.,Negative,-0.75
COMP00331,CUST28331,2024-06-23,Billing,Call,Billing was clear and transparent this month.,Positive,0.37
COMP00332,CUST91880,2024-11-10,Customer Service,Twitter,Internet speed is acceptable.,Neutral,-0.12
COMP00333,CUST65536,2025-05-21,Network,Twitter,The plan offers great value for money.,Positive,0.84
COMP00334,CUST22974,2024-08-09,Customer Service,Email,Internet speed is extremely slow.,Negative,-0.78
COMP00335,CUST36601,2024-12-28,Activation,Twitter,Calls keep dropping frequently.,Negative,-0.94
COMP00336,CUST24059,2024-10-31,Activation,Call,Internet speed is very good and stable.,Positive,0.53
COMP00337,CUST17948,2024-01-01,Activation,Email,Activation was smooth and hassle free.,Positive,1.0
COMP00338,CUST67869,2024-02-23,Speed,App,Network is very poor in my area.,Negative,-0.78
COMP00339,CUST40063,2024-01-29,Activation,App,Customer support resolved my issue quickly.,Positive,0.49
COMP00340,CUST10021,2024-05-27,Network,Call,Activation was smooth and hassle free.,Positive,0.7
COMP00341,CUST72695,2024-12-04,Billing,Email,The network quality has improved a lot recently.,Positive,0.74
COMP00342,CUST63945,2024-02-10,Plans,Call,The network quality has improved a lot recently.,Positive,0.86
COMP00343,CUST25153,2025-05-18,Activation,Email,Customer support resolved my issue quickly.,Positive,0.41
COMP00344,CUST39651,2025-07-15,Speed,Web,The plan is too expensive for the service provided.,Negative,-0.97
COMP00345,CUST70037,2024-09-25,Plans,Web,Internet speed is acceptable.,Neutral,0.05
COMP00346,CUST48358,2024-09-14,Network,Email,The plan is too expensive for the service provided.,Negative,-0.54
COMP00347,CUST70012,2024-09-03,Coverage,App,eSIM activation failed multiple times.,Negative,-0.79
COMP00348,CUST28039,2025-06-24,Plans,App,Customer service never responds properly.,Negative,-0.72
COMP00349,CUST97583,2024-08-08,Network,Web,Service is neither good nor bad.,Neutral,0.04
COMP00350,CUST39499,2024-04-04,Coverage,Web,Billing was clear and transparent this month.,Positive,0.5
COMP00351,CUST82056,2025-02-22,Activation,Twitter,The plan offers great value for money.,Positive,0.59
COMP00352,CUST54338,2024-02-11,Customer Service,Web,Internet speed is extremely slow.,Negative,-0.32
COMP00353,CUST40642,2024-03-17,Network,App,Internet speed is very good and stable.,Positive,0.78
COMP00354,CUST12490,2025-09-18,Billing,App,The plan is too expensive for the service provided.,Negative,-0.87
COMP00355,CUST13025,2025-05-29,Plans,Email,Calls keep dropping frequently.,Negative,-0.66
COMP00356,CUST13303,2024-01-05,Coverage,App,I am satisfied with the service quality.,Positive,0.43
COMP00357,CUST55655,2025-06-13,Speed,Web,The plan offers great value for money.,Positive,0.55
COMP00358,CUST56965,2024-07-15,Activation,Email,I am satisfied with the service quality.,Positive,0.62
COMP00359,CUST16437,2024-06-26,Plans,Web,Internet speed is acceptable.,Neutral,0.13
COMP00360,CUST41787,2025-07-13,Speed,Call,Customer service never responds properly.,Negative,-0.8
COMP00361,CUST22731,2024-07-19,Plans,Email,The plan offers great value for money.,Positive,0.55
COMP00362,CUST92501,2024-06-25,Activation,Web,Network works fine but could be better.,Neutral,0.13
COMP00363,CUST24712,2024-04-03,Network,Web,eSIM activation failed multiple times.,Negative,-0.64
COMP00364,CUST29896,2024-03-10,Plans,Twitter,Calls keep dropping frequently.,Negative,-0.38
COMP00365,CUST67566,2025-05-01,Customer Service,Twitter,The network quality has improved a lot recently.,Positive,0.74
COMP00366,CUST60207,2025-04-10,Network,App,Network works fine but could be better.,Neutral,0.07
COMP00367,CUST54870,2024-12-12,Network,Twitter,Internet speed is acceptable.,Neutral,0.13
COMP00368,CUST21529,2024-11-11,Customer Service,Web,Billing was clear and transparent this month.,Positive,0.94
COMP00369,CUST18169,2024-01-03,Speed,Call,Customer service never responds properly.,Negative,-0.7
COMP00370,CUST18680,2025-05-19,Portability,Call,The plan offers great value for money.,Positive,0.97
COMP00371,CUST73103,2024-11-06,Portability,Web,I am satisfied with the service quality.,Positive,0.51
COMP00372,CUST64003,2024-06-12,Speed,Twitter,Internet speed is acceptable.,Neutral,0.13
COMP00373,CUST88181,2024-05-07,Coverage,Email,Service is neither good nor bad.,Neutral,0.12
COMP00374,CUST62718,2024-03-29,Speed,Email,"Billing is okay, nothing special.",Neutral,0.03
COMP00375,CUST17722,2025-07-29,Billing,Web,Activation took some time.,Neutral,0.11
COMP00376,CUST17530,2024-12-26,Speed,App,Activation took some time.,Neutral,-0.13
COMP00377,CUST43366,2025-03-10,Coverage,Web,Network works fine but could be better.,Neutral,0.02
COMP00378,CUST92012,2024-04-14,Network,Email,The plan is too expensive for the service provided.,Negative,-0.95
COMP00379,CUST85878,2025-04-04,Network,Web,The plan offers great value for money.,Positive,0.39
COMP00380,CUST79413,2025-01-06,Portability,Web,The plan is too expensive for the service provided.,Negative,-0.91
COMP00381,CUST25809,2024-04-12,Network,Twitter,Internet speed is extremely slow.,Negative,-0.84
COMP00382,CUST15670,2024-02-26,Speed,App,Plan is okay compared to others.,Neutral,-0.08
COMP00383,CUST84594,2025-03-04,Speed,Call,"Billing is okay, nothing special.",Neutral,0.09
COMP00384,CUST21191,2024-04-02,Plans,Web,Activation was smooth and hassle free.,Positive,0.59
COMP00385,CUST66363,2024-06-16,Billing,App,Service is neither good nor bad.,Neutral,-0.01
COMP00386,CUST65783,2025-07-15,Portability,Call,The plan offers great value for money.,Positive,0.53
COMP00387,CUST95376,2024-01-06,Billing,Web,I am being charged incorrectly every month.,Negative,-0.46
COMP00388,CUST99319,2024-06-01,Portability,App,Internet speed is acceptable.,Neutral,0.19
COMP00389,CUST73627,2025-05-22,Customer Service,Web,Customer support resolved my issue quickly.,Positive,0.36
COMP00390,CUST15963,2024-09-14,Activation,Call,Customer service never responds properly.,Negative,-0.36
COMP00391,CUST58701,2024-09-08,Portability,Twitter,Customer support was average.,Neutral,-0.14
COMP00392,CUST41114,2025-07-10,Activation,App,The plan offers great value for money.,Positive,0.48
COMP00393,CUST33923,2024-05-28,Plans,Email,eSIM activation failed multiple times.,Negative,-0.36
COMP00394,CUST87937,2025-04-15,Network,Web,Internet speed is acceptable.,Neutral,0.17
COMP00395,CUST98444,2025-08-21,Billing,Web,"Billing is okay, nothing special.",Neutral,-0.16
COMP00396,CUST98139,2025-08-17,Plans,Call,Activation was smooth and hassle free.,Positive,0.64
COMP00397,CUST67484,2025-04-17,Billing,Email,Customer service never responds properly.,Negative,-0.96
COMP00398,CUST78918,2024-12-15,Customer Service,Twitter,Activation was smooth and hassle free.,Positive,0.33
COMP00399,CUST86585,2025-05-02,Portability,Email,Internet speed is acceptable.,Neutral,0.01
COMP00400,CUST31283,2024-07-02,Activation,Twitter,The network quality has improved a lot recently.,Positive,0.5
COMP00401,CUST75981,2024-11-20,Coverage,Web,Activation took some time.,Neutral,0.15
COMP00402,CUST98661,2024-02-04,Coverage,Email,Activation was smooth and hassle free.,Positive,0.68
COMP00403,CUST89153,2025-03-02,Billing,Web,I am being charged incorrectly every month.,Negative,-0.37
COMP00404,CUST43501,2025-06-03,Customer Service,App,Customer support was average.,Neutral,-0.1
COMP00405,CUST76430,2024-02-14,Speed,Call,Network is very poor in my area.,Negative,-0.68
COMP00406,CUST26902,2024-05-11,Billing,Email,The plan offers great value for money.,Positive,0.58
COMP00407,CUST24651,2024-01-15,Activation,Call,Activation was smooth and hassle free.,Positive,0.48
COMP00408,CUST45218,2024-04-01,Portability,Call,Activation took some time.,Neutral,0.16
COMP00409,CUST48232,2024-10-20,Activation,Email,The plan is too expensive for the service provided.,Negative,-0.95
COMP00410,CUST87089,2024-04-18,Coverage,App,Customer support resolved my issue quickly.,Positive,0.46
COMP00411,CUST91473,2024-01-06,Coverage,Twitter,Network is very poor in my area.,Negative,-0.86
COMP00412,CUST95959,2024-01-15,Billing,Twitter,The network quality has improved a lot recently.,Positive,0.64
COMP00413,CUST15612,2025-08-05,Speed,Web,Network is very poor in my area.,Negative,-0.89
COMP00414,CUST52811,2025-10-01,Plans,Twitter,The plan is too expensive for the service provided.,Negative,-0.37
COMP00415,CUST95573,2024-09-16,Network,Twitter,Service is neither good nor bad.,Neutral,0.13
COMP00416,CUST70342,2025-04-24,Portability,Twitter,eSIM activation failed multiple times.,Negative,-0.47
COMP00417,CUST39134,2025-05-18,Customer Service,Email,The network quality has improved a lot recently.,Positive,0.92
COMP00418,CUST28951,2024-11-25,Speed,Web,Billing was clear and transparent this month.,Positive,0.89
COMP00419,CUST11329,2024-02-18,Portability,Call,Service is neither good nor bad.,Neutral,-0.05
COMP00420,CUST23075,2024-11-17,Network,Call,Calls keep dropping frequently.,Negative,-0.46
COMP00421,CUST55083,2024-08-15,Billing,App,The network quality has improved a lot recently.,Positive,0.7
COMP00422,CUST75326,2024-09-29,Network,Web,The plan offers great value for money.,Positive,0.32
COMP00423,CUST54129,2025-01-07,Customer Service,Email,Service is neither good nor bad.,Neutral,-0.02
COMP00424,CUST71810,2024-05-07,Network,Email,Internet speed is extremely slow.,Negative,-0.8
COMP00425,CUST93343,2024-12-26,Portability,Call,Network is very poor in my area.,Negative,-0.56
COMP00426,CUST96100,2025-03-10,Billing,Call,eSIM activation failed multiple times.,Negative,-0.86
COMP00427,CUST14935,2024-06-29,Network,Call,The network quality has improved a lot recently.,Positive,0.64
COMP00428,CUST85224,2024-06-02,Activation,Web,Internet speed is acceptable.,Neutral,-0.17
COMP00429,CUST61975,2025-03-06,Billing,App,Network works fine but could be better.,Neutral,-0.01
COMP00430,CUST75299,2024-08-21,Coverage,Twitter,Calls keep dropping frequently.,Negative,-0.49
COMP00431,CUST65979,2025-03-04,Activation,Twitter,I am being charged incorrectly every month.,Negative,-0.31
COMP00432,CUST45956,2024-11-04,Activation,Call,Internet speed is extremely slow.,Negative,-0.63
COMP00433,CUST98935,2025-02-08,Network,Twitter,The plan is too expensive for the service provided.,Negative,-0.63
COMP00434,CUST89589,2025-03-06,Portability,App,I am satisfied with the service quality.,Positive,0.79
COMP00435,CUST78570,2025-01-05,Speed,Call,The plan is too expensive for the service provided.,Negative,-0.71
COMP00436,CUST65808,2024-02-04,Speed,App,The plan is too expensive for the service provided.,Negative,-0.38
COMP00437,CUST53140,2024-02-02,Activation,App,I am satisfied with the service quality.,Positive,0.86
COMP00438,CUST81020,2025-07-15,Activation,Twitter,"Billing is okay, nothing special.",Neutral,-0.01
COMP00439,CUST48088,2025-09-29,Speed,Twitter,Customer support resolved my issue quickly.,Positive,0.48
COMP00440,CUST34139,2025-08-14,Coverage,Email,Calls keep dropping frequently.,Negative,-0.79
COMP00441,CUST14018,2025-09-21,Customer Service,Web,Customer support was average.,Neutral,0.19
COMP00442,CUST25533,2025-04-29,Plans,Email,The plan offers great value for money.,Positive,0.47
COMP00443,CUST21479,2024-12-08,Coverage,Twitter,Billing was clear and transparent this month.,Positive,0.63
COMP00444,CUST42400,2025-01-21,Billing,Twitter,Billing was clear and transparent this month.,Positive,0.47
COMP00445,CUST46630,2024-01-19,Speed,App,Internet speed is extremely slow.,Negative,-0.43
COMP00446,CUST92966,2024-09-13,Billing,Call,Service is neither good nor bad.,Neutral,-0.18
COMP00447,CUST61061,2024-02-14,Network,Twitter,eSIM activation failed multiple times.,Negative,-0.58
COMP00448,CUST76769,2024-08-29,Billing,App,Service is neither good nor bad.,Neutral,0.09
COMP00449,CUST99730,2025-02-19,Billing,Twitter,Plan is okay compared to others.,Neutral,0.07
COMP00450,CUST63435,2025-01-13,Customer Service,Call,Service is neither good nor bad.,Neutral,-0.08
COMP00451,CUST84388,2025-09-15,Customer Service,Call,"Billing is okay, nothing special.",Neutral,-0.0
COMP00452,CUST17233,2024-10-07,Network,Email,The network quality has improved a lot recently.,Positive,0.86
COMP00453,CUST49155,2025-04-30,Coverage,Call,Activation was smooth and hassle free.,Positive,0.38
COMP00454,CUST67050,2025-07-10,Speed,Email,Service is neither good nor bad.,Neutral,0.17
COMP00455,CUST16498,2024-03-04,Network,App,Calls keep dropping frequently.,Negative,-0.37
