ComplaintID,CustomerID,Date,IssueCategory,Channel,ComplaintText,Sentiment
COMP0000282,CUST100279,2024-11-17,Value,Call,Not satisfied with the value of the service.,Positive
COMP0000283,CUST100281,2024-01-09,Value,Call,Not satisfied with the value of the service.,Negative
COMP0000284,CUST100282,2024-05-27,Coverage,Call,Signal is weak along my commute route.,Neutral
COMP0000285,CUST100283,2024-09-16,Speed,App,Streaming keeps buffering.,Negative
COMP0000286,CUST100284,2024-07-03,Activation,Twitter,Port-in request stuck at activation.,Negative
COMP0000287,CUST100284,2025-03-29,Portability,Call,Issues while porting my number.,Negative
COMP0000288,CUST100285,2024-12-08,Portability,App,Porting code (UPC) not received. Kindly look into this.,Negative
COMP0000289,CUST100288,2024-03-09,Speed,App,Downloads are extremely slow in the evening. Requesting a quick fix.,Negative
COMP0000290,CUST100289,2024-10-11,Activation,App,eSIM activation failed twice.,Negative
COMP0000291,CUST100289,2024-07-20,Network,Web,Frequent call drops in my area. Kindly look into this.,Neutral
COMP0000292,CUST100291,2025-02-25,Speed,Email,Internet speed is far below plan speed.,Neutral
COMP0000293,CUST100292,2024-03-24,Portability,Call,Porting code (UPC) not received.,Negative
COMP0000294,CUST100292,2024-09-12,Speed,App,Speed fluctuates a lot while working.,Neutral
COMP0000295,CUST100294,2024-08-05,Value,Twitter,Hidden charges reduce the value.,Negative
COMP0000296,CUST100294,2024-12-24,Value,Call,Competitors offer more data for less. Requesting a quick fix.,Negative
COMP0000297,CUST100294,2024-01-16,Customer_Service,Twitter,Chat support keeps closing my case.,Negative
COMP0000298,CUST100295,2024-02-05,Billing,App,My bill is incorrect this month. Requesting a quick fix.,Negative
COMP0000299,CUST100296,2025-09-25,Coverage,Call,No bars in the office basement.,Neutral
COMP0000300,CUST100296,2025-06-09,Billing,Twitter,My bill is incorrect this month.,Negative
COMP0000301,CUST100296,2024-01-13,Activation,Call,KYC done but still not activated.,Positive
COMP0000302,CUST100297,2024-04-29,Value,Call,Plan price is too high for the benefits.,Negative
COMP0000303,CUST100297,2024-07-17,Network,Web,Network keeps disconnecting frequently.,Negative
COMP0000304,CUST100297,2025-01-02,Coverage,Call,Signal is weak along my commute route.,Neutral
COMP0000305,CUST100298,2025-04-04,Network,Call,No signal inside my home for hours. Please resolve ASAP.,Negative
COMP0000306,CUST100299,2024-06-15,Customer_Service,Web,Chat support keeps closing my case.,Neutral
COMP0000307,CUST100299,2025-06-04,Portability,Call,Need help to port to your network.,Negative
COMP0000308,CUST100301,2024-08-15,Network,Email,SIM shows no service randomly.,Negative
COMP0000309,CUST100304,2025-02-03,Customer_Service,Call,Long wait times when I call customer care.,Negative
COMP0000310,CUST100305,2024-06-28,Billing,Twitter,My bill is incorrect this month. Kindly look into this.,Negative
COMP0000311,CUST100306,2024-04-14,Network,Call,Frequent call drops in my area.,Neutral
COMP0000312,CUST100310,2025-04-21,Speed,App,Downloads are extremely slow in the evening.,Negative
COMP0000313,CUST100311,2024-11-21,Customer_Service,Email,Agent promised a callback that never came.,Negative
COMP0000314,CUST100313,2024-01-15,Activation,Call,KYC done but still not activated. Requesting a quick fix.,Neutral
COMP0000315,CUST100313,2025-02-22,Coverage,Web,Poor coverage in my neighborhood. Requesting a quick fix.,Positive
COMP0000316,CUST100314,2025-05-13,Coverage,Call,Coverage maps seem inaccurate. Requesting a quick fix.,Negative
COMP0000317,CUST100316,2024-11-30,Value,App,Hidden charges reduce the value. Kindly look into this.,Neutral
COMP0000318,CUST100316,2025-08-18,Customer_Service,Twitter,Long wait times when I call customer care. Please resolve ASAP.,Negative
COMP0000319,CUST100316,2025-04-26,Value,Email,Hidden charges reduce the value.,Neutral
COMP0000320,CUST100317,2025-05-17,Speed,Email,Downloads are extremely slow in the evening.,Neutral
COMP0000321,CUST100317,2024-02-28,Portability,Call,Need help to port to your network.,Negative
COMP0000322,CUST100317,2025-01-07,Speed,Call,Streaming keeps buffering.,Negative
COMP0000323,CUST100319,2024-03-05,Billing,Email,Unexpected charges on my account. Please resolve ASAP.,Negative
COMP0000324,CUST100320,2024-01-21,Speed,Call,Speed fluctuates a lot while working. Please resolve ASAP.,Neutral
COMP0000325,CUST100321,2025-05-10,Speed,Call,Streaming keeps buffering. Please resolve ASAP.,Negative
COMP0000326,CUST100321,2025-10-26,Network,Call,No signal inside my home for hours. Requesting a quick fix.,Negative
COMP0000327,CUST100321,2025-05-29,Customer_Service,Email,Long wait times when I call customer care.,Negative
COMP0000328,CUST100322,2024-08-19,Coverage,Call,Signal is weak along my commute route. Please resolve ASAP.,Neutral
COMP0000329,CUST100322,2025-09-23,Customer_Service,Email,Chat support keeps closing my case. Kindly look into this.,Negative
COMP0000330,CUST100322,2025-02-05,Activation,Call,New SIM activation is delayed. Please resolve ASAP.,Neutral
COMP0000331,CUST100323,2025-01-23,Speed,App,Internet speed is far below plan speed. Kindly look into this.,Neutral
COMP0000332,CUST100323,2025-05-21,Value,Call,Hidden charges reduce the value. Kindly look into this.,Negative
COMP0000333,CUST100324,2024-07-09,Customer_Service,Email,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0000334,CUST100324,2024-09-02,Billing,Email,My bill is incorrect this month.,Neutral
COMP0000335,CUST100325,2025-06-22,Coverage,Call,Poor coverage in my neighborhood. Please resolve ASAP.,Positive
COMP0000336,CUST100330,2025-03-15,Billing,App,I was double charged and need a refund. Kindly look into this.,Positive
COMP0000337,CUST100334,2025-04-06,Network,App,SIM shows no service randomly.,Negative
COMP0000338,CUST100334,2025-01-07,Network,Call,No signal inside my home for hours.,Negative
COMP0000339,CUST100335,2025-06-08,Value,Email,Competitors offer more data for less. Please resolve ASAP.,Negative
COMP0000340,CUST100336,2024-01-16,Activation,App,New SIM activation is delayed. Please resolve ASAP.,Neutral
COMP0000341,CUST100336,2024-06-29,Activation,Web,Port-in request stuck at activation. Please resolve ASAP.,Negative
COMP0000342,CUST100337,2024-04-21,Speed,Web,Speed fluctuates a lot while working.,Negative
COMP0000343,CUST100337,2025-09-16,Coverage,Call,No bars in the office basement.,Neutral
COMP0000344,CUST100338,2024-08-14,Billing,App,Unexpected charges on my account.,Neutral
COMP0000345,CUST100341,2024-08-31,Customer_Service,Email,Chat support keeps closing my case.,Negative
COMP0000346,CUST100345,2024-11-29,Activation,Twitter,New SIM activation is delayed.,Neutral
COMP0000347,CUST100348,2024-04-25,Portability,Twitter,Porting code (UPC) not received.,Negative
COMP0000348,CUST100348,2025-03-05,Value,App,Hidden charges reduce the value.,Neutral
COMP0000349,CUST100350,2024-04-26,Speed,Email,Downloads are extremely slow in the evening. Kindly look into this.,Neutral
COMP0000350,CUST100351,2025-09-08,Speed,Call,Internet speed is far below plan speed. Requesting a quick fix.,Neutral
COMP0000351,CUST100352,2025-04-03,Speed,Call,Internet speed is far below plan speed. Please resolve ASAP.,Negative
COMP0000352,CUST100354,2024-06-30,Value,App,Hidden charges reduce the value. Please resolve ASAP.,Positive
COMP0000353,CUST100354,2024-10-31,Speed,Call,Internet speed is far below plan speed.,Negative
COMP0000354,CUST100361,2025-03-01,Portability,Web,Need help to port to your network. Kindly look into this.,Negative
COMP0000355,CUST100361,2025-09-06,Customer_Service,Twitter,Chat support keeps closing my case. Requesting a quick fix.,Positive
COMP0000356,CUST100361,2025-09-03,Customer_Service,App,Long wait times when I call customer care.,Negative
COMP0000357,CUST100363,2025-10-06,Value,Call,Competitors offer more data for less.,Negative
COMP0000358,CUST100364,2025-06-14,Customer_Service,Twitter,Support is not responding to tickets. Please resolve ASAP.,Negative
COMP0000359,CUST100364,2024-10-14,Network,Call,No signal inside my home for hours.,Neutral
COMP0000360,CUST100365,2025-04-29,Customer_Service,Call,Agent promised a callback that never came.,Negative
COMP0000361,CUST100367,2025-03-19,Portability,Web,Porting code (UPC) not received. Kindly look into this.,Positive
COMP0000362,CUST100368,2025-09-10,Billing,Twitter,My bill is incorrect this month. Requesting a quick fix.,Negative
COMP0000363,CUST100368,2024-08-21,Value,Twitter,Competitors offer more data for less. Please resolve ASAP.,Neutral
COMP0000364,CUST100368,2025-07-01,Customer_Service,Email,Support is not responding to tickets.,Negative
COMP0000365,CUST100370,2024-05-01,Network,Twitter,Frequent call drops in my area. Requesting a quick fix.,Neutral
COMP0000366,CUST100371,2024-08-24,Billing,Call,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0000367,CUST100371,2024-03-29,Network,App,Frequent call drops in my area.,Neutral
COMP0000368,CUST100372,2024-08-31,Customer_Service,Email,Chat support keeps closing my case.,Negative
COMP0000369,CUST100372,2024-05-22,Activation,Call,New SIM activation is delayed.,Neutral
COMP0000370,CUST100373,2025-07-31,Coverage,Call,Coverage maps seem inaccurate. Please resolve ASAP.,Neutral
COMP0000371,CUST100373,2024-07-05,Billing,Email,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0000372,CUST100376,2025-10-23,Speed,Email,Speed fluctuates a lot while working. Kindly look into this.,Neutral
COMP0000373,CUST100376,2024-08-27,Portability,App,Porting code (UPC) not received.,Neutral
COMP0000374,CUST100376,2025-02-28,Billing,Call,Unexpected charges on my account.,Negative
COMP0000375,CUST100377,2024-04-24,Billing,Call,I was double charged and need a refund.,Negative
COMP0000376,CUST100378,2024-12-21,Activation,Call,Port-in request stuck at activation.,Negative
COMP0000377,CUST100378,2025-06-02,Activation,App,eSIM activation failed twice. Kindly look into this.,Neutral
COMP0000378,CUST100378,2025-02-18,Speed,App,Downloads are extremely slow in the evening. Requesting a quick fix.,Neutral
COMP0000379,CUST100379,2024-04-05,Coverage,Email,Poor coverage in my neighborhood. Kindly look into this.,Negative
COMP0000380,CUST100379,2024-06-20,Customer_Service,Email,Long wait times when I call customer care.,Negative
COMP0000381,CUST100380,2024-12-09,Activation,Web,New SIM activation is delayed.,Negative
COMP0000382,CUST100382,2024-08-01,Billing,Email,I was double charged and need a refund.,Negative
COMP0000383,CUST100383,2024-05-26,Billing,Call,My bill is incorrect this month.,Negative
COMP0000384,CUST100383,2024-02-22,Coverage,Call,No bars in the office basement.,Negative
COMP0000385,CUST100384,2025-10-29,Activation,Call,Port-in request stuck at activation. Requesting a quick fix.,Neutral
COMP0000386,CUST100384,2024-07-06,Network,Call,SIM shows no service randomly.,Negative
COMP0000387,CUST100388,2024-03-01,Activation,App,New SIM activation is delayed. Please resolve ASAP.,Negative
COMP0000388,CUST100388,2024-03-21,Activation,Email,New SIM activation is delayed. Kindly look into this.,Neutral
COMP0000389,CUST100388,2025-06-02,Portability,Twitter,Need help to port to your network. Requesting a quick fix.,Negative
COMP0000390,CUST100391,2025-05-20,Billing,Email,My bill is incorrect this month.,Negative
COMP0000391,CUST100391,2024-06-30,Coverage,Web,Coverage maps seem inaccurate.,Positive
COMP0000392,CUST100392,2025-08-16,Network,Call,Frequent call drops in my area.,Neutral
COMP0000393,CUST100392,2025-03-21,Billing,Email,Unexpected charges on my account.,Negative
COMP0000394,CUST100395,2025-06-28,Coverage,Email,Signal is weak along my commute route. Kindly look into this.,Negative
COMP0000395,CUST100396,2025-01-20,Value,Twitter,Competitors offer more data for less.,Neutral
COMP0000396,CUST100401,2025-09-11,Activation,Twitter,Port-in request stuck at activation. Kindly look into this.,Negative
COMP0000397,CUST100401,2024-11-01,Value,App,Not satisfied with the value of the service. Kindly look into this.,Neutral
COMP0000398,CUST100402,2024-03-28,Customer_Service,Web,Long wait times when I call customer care.,Negative
COMP0000399,CUST100403,2025-01-31,Activation,Email,New SIM activation is delayed.,Negative
COMP0000400,CUST100404,2024-12-30,Portability,Call,Need help to port to your network.,Negative
COMP0000401,CUST100405,2024-04-26,Billing,Call,Unexpected charges on my account.,Positive
COMP0000402,CUST100405,2025-04-05,Value,Call,Competitors offer more data for less. Please resolve ASAP.,Neutral
COMP0000403,CUST100405,2024-05-13,Speed,Call,Downloads are extremely slow in the evening.,Negative
COMP0000404,CUST100406,2024-02-17,Customer_Service,Email,Support is not responding to tickets. Requesting a quick fix.,Negative
COMP0000405,CUST100406,2024-11-19,Network,Call,SIM shows no service randomly.,Negative
COMP0000406,CUST100407,2025-05-19,Billing,App,My bill is incorrect this month. Requesting a quick fix.,Negative
COMP0000407,CUST100407,2025-07-27,Customer_Service,App,Long wait times when I call customer care. Please resolve ASAP.,Negative
COMP0000408,CUST100407,2024-01-16,Activation,Call,eSIM activation failed twice.,Neutral
COMP0000409,CUST100409,2025-05-17,Value,Web,Competitors offer more data for less.,Neutral
COMP0000410,CUST100409,2025-02-16,Network,Email,Frequent call drops in my area. Kindly look into this.,Negative
COMP0000411,CUST100409,2025-05-03,Network,Call,Network keeps disconnecting frequently. Kindly look into this.,Negative
COMP0000412,CUST100410,2024-09-23,Value,Call,Not satisfied with the value of the service.,Negative
COMP0000413,CUST100410,2025-05-02,Customer_Service,App,Long wait times when I call customer care.,Positive
COMP0000414,CUST100411,2024-08-24,Activation,Call,KYC done but still not activated.,Neutral
COMP0000415,CUST100411,2024-07-06,Value,Twitter,Hidden charges reduce the value. Please resolve ASAP.,Neutral
COMP0000416,CUST100412,2024-07-09,Coverage,App,Poor coverage in my neighborhood. Kindly look into this.,Positive
COMP0000417,CUST100412,2024-09-10,Billing,Call,I was double charged and need a refund. Kindly look into this.,Negative
COMP0000418,CUST100412,2024-05-20,Portability,App,Port request denied without reason.,Negative
COMP0000419,CUST100413,2025-10-25,Billing,Email,Why are fees so high this cycle? Kindly look into this.,Positive
COMP0000420,CUST100413,2025-03-16,Portability,Twitter,Porting code (UPC) not received.,Negative
COMP0000421,CUST100413,2025-04-20,Network,Call,Frequent call drops in my area. Please resolve ASAP.,Negative
COMP0000422,CUST100414,2024-04-07,Value,Email,Hidden charges reduce the value.,Negative
COMP0000423,CUST100414,2024-06-18,Speed,Call,Streaming keeps buffering.,Negative
COMP0000424,CUST100415,2024-12-02,Value,Call,Hidden charges reduce the value.,Neutral
COMP0000425,CUST100416,2024-05-09,Activation,Twitter,Port-in request stuck at activation. Please resolve ASAP.,Neutral
COMP0000426,CUST100416,2024-02-18,Billing,App,My bill is incorrect this month.,Negative
COMP0000427,CUST100416,2024-01-03,Portability,Email,Need help to port to your network.,Neutral
